usuario,pelicula1,pelicula2,pelicula3,pelicula4,pelicula5,pelicula6,pelicula7,pelicula8,pelicula9,pelicula10
User73397,9,9,5,4,6,5,9,3,1,3
User73398,6,4,8,3,4,1,6,8,5,3
User73399,5,4,10,10,10,6,3,7,1,4
User73400,5,8,1,7,10,2,7,6,7,6
User73401,2,4,5,6,9,5,3,10,5,7
User73402,5,3,3,10,3,2,2,5,4,2
User73403,1,5,6,1,9,5,2,7,10,9
User73404,1,9,4,5,5,7,6,8,9,8
User73405,8,5,10,7,1,2,3,7,6,6
User73406,3,3,8,2,5,9,2,6,3,6
User73407,2,3,10,1,3,8,1,9,3,2
User73408,1,1,10,2,5,3,1,4,7,7
User73409,4,4,3,4,8,7,1,6,6,10
User73410,5,10,2,6,3,5,10,10,8,3
User73411,3,8,2,4,2,4,1,3,9,2
User73412,2,1,1,7,10,1,6,6,5,5
User73413,4,6,10,7,4,2,1,6,5,4
User73414,5,4,2,10,2,9,1,6,8,10
User73415,3,10,8,2,1,5,8,4,5,5
User73416,1,4,9,8,9,3,7,1,5,3
User73417,2,6,1,8,8,1,10,7,4,3
User73418,5,4,6,6,8,5,10,7,8,6
User73419,6,9,5,7,9,5,9,1,2,8
User73420,2,9,2,6,9,8,10,5,1,1
User73421,10,10,10,4,6,8,2,6,5,9
User73422,2,3,1,2,9,10,4,3,2,7
User73423,6,1,3,5,10,6,7,9,8,9
User73424,1,4,5,8,7,8,1,10,6,8
User73425,7,2,3,1,5,1,4,3,7,8
User73426,10,8,6,9,9,6,4,2,4,10
User73427,6,4,2,2,9,10,10,9,7,7
User73428,9,9,3,10,9,8,9,2,7,3
User73429,10,6,8,6,5,4,10,9,4,6
User73430,2,9,1,2,3,4,7,7,10,5
User73431,1,2,9,2,3,4,10,1,5,9
User73432,9,6,5,9,5,7,2,3,2,10
User73433,4,10,4,1,2,10,9,1,2,5
User73434,5,6,5,3,1,7,10,9,5,8
User73435,2,1,5,1,4,4,6,1,9,1
User73436,8,6,5,9,9,6,3,10,6,5
User73437,4,5,5,8,10,8,3,6,1,6
User73438,5,8,3,8,3,2,4,5,4,3
User73439,5,6,2,5,3,10,5,7,4,8
User73440,3,10,6,3,7,6,1,5,1,1
User73441,5,4,4,5,2,8,7,8,8,5
User73442,8,1,9,7,7,1,8,2,4,7
User73443,8,9,2,6,9,10,6,10,7,7
User73444,4,8,5,8,6,6,5,5,8,9
User73445,1,7,6,6,3,1,4,9,9,7
User73446,10,1,1,1,4,4,7,2,2,3
User73447,4,9,10,9,7,9,3,6,8,3
User73448,4,1,3,5,9,4,1,8,8,1
User73449,8,9,1,1,10,7,2,2,5,1
User73450,8,6,10,3,6,9,7,6,3,5
User73451,10,7,7,6,1,10,9,7,6,7
User73452,8,5,8,10,1,10,4,2,3,4
User73453,1,3,5,9,9,10,6,3,9,4
User73454,9,3,3,5,7,10,10,6,1,1
User73455,6,7,5,4,10,10,9,8,1,5
User73456,10,8,5,2,6,1,2,8,9,1
User73457,9,7,9,5,9,9,9,10,3,3
User73458,2,7,1,6,9,2,10,10,6,1
User73459,5,3,8,5,4,2,2,9,4,1
User73460,1,6,1,9,3,7,3,1,4,7
User73461,3,7,4,1,8,6,7,7,2,5
User73462,1,5,6,7,9,6,8,8,9,7
User73463,3,7,3,4,4,2,4,4,5,2
User73464,10,2,8,5,5,9,10,7,10,6
User73465,5,6,1,9,10,10,7,4,6,9
User73466,3,10,1,7,1,4,1,2,2,2
User73467,8,7,10,3,5,1,2,5,3,10
User73468,10,10,1,8,7,1,7,6,8,5
User73469,3,9,10,3,7,1,1,10,10,8
User73470,8,3,5,7,4,4,6,5,3,8
User73471,5,9,1,5,8,2,9,2,4,8
User73472,5,7,6,2,5,7,4,3,4,3
User73473,2,9,5,5,4,7,4,8,5,2
User73474,5,1,1,4,4,4,7,1,2,1
User73475,10,10,10,5,8,5,2,3,3,1
User73476,1,6,1,4,7,9,6,4,2,2
User73477,5,1,6,3,9,9,8,8,1,1
User73478,4,6,6,5,1,9,9,6,9,8
User73479,4,4,4,4,9,8,5,1,7,1
User73480,10,1,2,4,2,7,3,8,1,4
User73481,5,8,10,9,3,9,8,4,9,1
User73482,6,9,6,5,4,5,4,9,9,6
User73483,3,9,3,5,7,7,3,9,3,3
User73484,9,10,10,10,9,1,2,5,5,9
User73485,9,7,6,10,7,3,2,10,3,4
User73486,6,2,9,7,9,9,2,9,4,7
User73487,5,8,1,2,10,8,7,9,8,9
User73488,6,1,8,9,6,3,2,8,2,8
User73489,4,9,10,5,8,1,6,2,9,6
User73490,10,9,7,8,1,4,10,3,4,6
User73491,3,8,8,9,9,9,3,7,10,5
User73492,7,9,5,5,1,10,1,7,3,1
User73493,8,7,5,4,9,2,8,10,6,5
User73494,2,10,9,4,10,2,8,5,10,10
User73495,1,5,4,7,4,3,7,3,4,9
User73496,6,6,4,3,2,3,10,1,7,3
User73497,10,3,6,2,3,4,1,8,4,1
User73498,4,6,10,6,6,5,1,10,5,8
User73499,10,4,4,3,7,4,9,2,8,10
User73500,2,6,5,4,10,3,1,9,10,5
User73501,3,2,3,9,9,9,10,10,5,9
User73502,2,6,7,10,7,8,3,9,8,8
User73503,2,1,3,2,10,7,7,7,10,7
User73504,7,9,1,6,3,1,1,10,9,9
User73505,2,7,5,8,4,10,9,5,2,4
User73506,8,4,6,10,4,3,3,8,5,1
User73507,8,10,3,2,2,8,7,7,3,6
User73508,9,7,6,5,8,9,9,7,9,2
User73509,1,9,5,7,2,8,1,6,7,1
User73510,3,1,7,3,3,4,4,3,9,9
User73511,1,5,8,9,10,10,6,10,7,6
User73512,5,9,1,1,1,6,9,1,7,6
User73513,8,3,4,4,5,5,6,6,6,6
User73514,5,7,10,9,3,1,7,6,8,10
User73515,3,4,6,5,3,6,8,2,2,8
User73516,6,2,5,5,7,1,3,10,5,1
User73517,9,2,10,1,3,8,8,1,9,8
User73518,6,7,10,9,10,10,8,4,4,3
User73519,6,8,10,6,6,4,2,6,1,4
User73520,10,1,4,6,3,5,6,8,1,9
User73521,2,6,6,5,7,3,1,6,2,2
User73522,3,10,7,2,2,3,4,4,9,1
User73523,5,6,5,5,7,9,9,2,5,2
User73524,6,3,10,2,8,3,4,2,4,8
User73525,5,2,7,9,4,9,5,5,3,10
User73526,1,4,1,10,3,9,2,4,2,3
User73527,7,7,10,7,6,8,4,10,4,3
User73528,6,4,5,5,10,9,5,5,4,7
User73529,2,1,4,7,10,10,2,6,3,10
User73530,7,4,7,1,2,4,6,9,5,9
User73531,3,4,3,9,4,1,5,10,7,6
User73532,3,2,3,4,1,8,10,7,3,10
User73533,3,5,8,1,1,9,4,5,1,10
User73534,7,10,9,1,1,8,4,4,7,1
User73535,3,9,1,5,2,9,10,1,2,9
User73536,3,5,8,3,7,6,2,3,6,9
User73537,10,5,3,5,1,4,5,3,4,1
User73538,4,3,2,2,8,9,10,2,10,6
User73539,2,8,6,7,10,1,7,1,7,7
User73540,9,7,5,6,6,3,7,8,3,3
User73541,8,3,1,5,9,7,9,3,6,10
User73542,1,4,3,5,3,1,6,9,10,9
User73543,2,1,7,6,3,1,8,8,1,5
User73544,1,3,3,6,9,6,5,7,6,4
User73545,7,9,6,3,3,9,3,9,7,8
User73546,9,5,1,9,8,2,4,8,7,2
User73547,9,3,1,5,4,4,4,7,4,2
User73548,9,2,3,9,9,10,9,2,4,7
User73549,5,2,7,1,7,4,1,3,6,3
User73550,8,3,3,7,5,6,9,2,3,1
User73551,4,8,6,2,8,7,1,1,10,10
User73552,4,8,3,4,8,5,1,8,7,4
User73553,7,5,6,10,10,1,1,6,6,1
User73554,6,3,3,9,10,5,3,1,6,10
User73555,3,2,10,1,8,10,6,7,6,6
User73556,10,2,3,8,4,9,2,8,5,4
User73557,2,8,10,9,6,1,4,5,8,8
User73558,2,3,3,9,1,4,10,6,4,10
User73559,6,4,3,10,6,3,7,1,6,2
User73560,2,7,9,3,3,5,9,4,1,6
User73561,3,8,7,1,2,4,8,5,3,3
User73562,2,7,5,10,7,2,7,9,4,7
User73563,7,4,2,7,8,9,10,2,9,3
User73564,8,9,9,9,10,7,6,6,5,6
User73565,10,10,1,4,2,6,1,2,9,10
User73566,2,10,7,2,9,9,4,4,5,10
User73567,9,6,2,7,10,7,6,3,10,9
User73568,7,3,9,6,6,6,1,10,7,10
User73569,8,8,6,4,5,3,2,4,10,5
User73570,5,6,1,2,8,6,1,3,4,9
User73571,2,10,8,6,3,10,1,4,2,8
User73572,10,1,6,10,10,4,4,10,5,2
User73573,4,10,1,9,3,7,4,9,2,5
User73574,6,3,1,9,2,8,9,2,4,8
User73575,8,6,3,2,2,8,9,5,2,6
User73576,8,2,3,10,4,1,3,7,8,6
User73577,1,9,10,4,10,6,3,6,8,7
User73578,6,9,3,1,4,9,5,6,1,3
User73579,7,6,3,2,6,1,4,8,9,3
User73580,4,3,1,10,2,10,6,3,9,6
User73581,2,5,9,3,10,6,4,3,4,10
User73582,10,6,3,5,9,7,8,5,10,4
User73583,1,9,1,4,7,4,5,2,1,6
User73584,6,6,10,3,5,3,8,2,6,1
User73585,8,7,10,4,5,8,10,1,5,1
User73586,3,2,1,2,8,2,4,1,6,8
User73587,1,3,10,7,4,1,9,7,8,10
User73588,7,1,10,5,2,9,6,9,5,3
User73589,6,1,3,4,2,8,10,5,8,4
User73590,3,7,1,9,8,9,2,6,10,1
User73591,6,9,7,2,5,5,10,5,2,8
User73592,1,6,6,3,5,3,5,7,3,2
User73593,1,4,2,9,7,3,3,9,3,7
User73594,7,7,10,2,4,9,6,7,4,9
User73595,3,9,10,6,4,9,7,3,7,2
User73596,3,1,8,10,7,1,10,1,9,6
User73597,6,9,8,1,4,10,2,7,3,3
User73598,2,8,4,10,4,9,8,2,8,4
User73599,4,4,7,4,2,5,7,5,2,4
User73600,4,4,4,2,1,9,9,3,10,6
User73601,5,7,7,8,1,7,6,4,10,1
User73602,4,4,5,9,7,1,10,7,4,6
User73603,9,9,4,8,6,4,8,10,7,10
User73604,6,10,4,1,9,8,10,2,8,8
User73605,10,7,3,2,3,10,8,7,2,9
User73606,1,10,6,2,1,9,8,8,9,3
User73607,2,2,4,3,2,5,1,10,5,9
User73608,3,4,1,1,7,3,7,9,5,8
User73609,6,7,1,4,7,5,8,5,8,8
User73610,5,3,1,4,5,2,3,1,1,7
User73611,4,8,10,7,2,2,6,3,7,3
User73612,5,9,9,10,2,1,2,3,10,10
User73613,10,7,2,8,9,9,3,8,10,1
User73614,9,1,9,3,9,10,3,3,4,6
User73615,10,1,8,6,4,9,1,5,8,8
User73616,9,3,10,3,4,1,10,3,2,7
User73617,7,4,3,1,8,1,10,5,9,7
User73618,3,4,3,5,8,10,4,5,4,4
User73619,6,4,9,8,8,1,5,8,5,8
User73620,4,2,2,9,6,1,6,5,6,8
User73621,10,10,4,4,9,3,7,10,3,1
User73622,10,8,10,6,3,10,10,7,5,3
User73623,5,1,7,10,6,9,9,6,3,7
User73624,5,10,5,2,2,2,5,4,8,2
User73625,5,4,5,10,6,1,7,5,4,7
User73626,4,9,5,8,4,1,1,1,1,4
User73627,5,2,7,5,3,7,7,10,8,1
User73628,5,6,8,3,6,4,4,9,5,3
User73629,4,9,8,3,6,5,7,5,1,8
User73630,9,9,4,10,8,8,8,2,5,9
User73631,8,2,5,2,1,10,1,5,4,7
User73632,1,1,3,7,9,9,1,3,10,5
User73633,4,3,1,8,9,5,10,4,7,3
User73634,9,10,8,2,5,2,3,8,3,6
User73635,7,9,5,2,3,8,2,2,6,7
User73636,1,2,2,3,4,8,6,1,1,9
User73637,1,5,10,4,8,10,9,2,1,10
User73638,3,3,7,2,1,8,4,2,2,9
User73639,2,9,4,1,5,9,9,10,4,1
User73640,2,7,7,2,3,3,7,9,9,9
User73641,7,1,7,7,2,8,10,2,8,5
User73642,8,5,9,2,9,9,7,10,3,9
User73643,5,9,9,6,9,7,5,5,8,3
User73644,3,6,9,9,5,10,5,3,3,2
User73645,7,3,2,2,4,1,2,5,9,4
User73646,1,10,5,6,1,8,1,5,7,9
User73647,9,3,8,5,3,10,8,2,5,7
User73648,2,9,3,3,2,3,10,5,4,9
User73649,3,4,3,8,4,5,7,1,6,6
User73650,4,4,10,1,6,1,7,1,10,9
User73651,8,1,3,5,10,6,6,1,2,1
User73652,5,3,2,7,1,5,10,1,3,2
User73653,1,9,6,10,1,7,9,10,7,9
User73654,1,10,9,3,7,4,1,5,3,6
User73655,3,2,5,2,8,7,3,8,6,6
User73656,1,1,9,5,5,9,4,1,1,5
User73657,6,2,6,2,4,9,9,9,6,6
User73658,7,2,6,7,6,7,8,5,7,3
User73659,3,9,3,6,3,2,5,7,3,3
User73660,8,7,4,2,3,10,4,7,3,6
User73661,7,4,5,6,7,6,8,1,10,9
User73662,5,8,8,9,10,6,5,9,9,10
User73663,7,9,5,10,10,5,10,5,4,7
User73664,5,5,1,6,10,7,2,3,6,10
User73665,4,4,5,8,1,4,2,6,8,7
User73666,4,4,8,3,7,9,4,3,10,2
User73667,6,6,5,5,7,1,7,3,7,9
User73668,4,2,8,6,10,10,4,6,3,1
User73669,4,6,10,7,8,1,5,1,9,5
User73670,4,1,5,1,1,10,10,3,1,10
User73671,3,1,9,8,5,10,10,1,2,8
User73672,8,7,10,8,3,10,7,4,3,2
User73673,5,3,8,7,1,5,9,7,9,5
User73674,2,6,7,4,6,5,4,5,4,3
User73675,5,6,5,6,7,7,5,9,9,6
User73676,1,8,2,9,7,6,8,10,4,5
User73677,10,6,2,1,8,8,7,8,6,1
User73678,9,7,10,2,7,1,1,8,3,3
User73679,9,6,2,4,2,5,10,2,3,8
User73680,6,4,6,2,1,9,4,1,3,8
User73681,6,8,3,4,3,8,3,2,5,8
User73682,2,2,1,8,9,5,8,9,3,2
User73683,1,4,2,2,9,10,8,3,8,7
User73684,2,3,8,2,10,7,10,3,5,9
User73685,9,3,9,3,9,6,3,8,10,10
User73686,1,2,2,2,10,10,3,10,8,9
User73687,6,1,7,9,7,2,6,7,4,4
User73688,10,6,7,5,2,1,1,7,6,5
User73689,4,9,9,1,8,6,2,1,9,2
User73690,1,1,6,1,8,10,8,9,1,1
User73691,2,5,4,6,7,10,6,8,8,2
User73692,4,1,8,6,8,9,5,7,10,7
User73693,2,4,7,3,8,9,5,3,2,2
User73694,6,5,2,8,5,7,7,10,9,4
User73695,2,4,7,8,5,3,1,1,8,8
User73696,10,5,1,8,4,6,10,6,7,4
User73697,7,3,9,7,1,3,4,6,4,7
User73698,7,10,10,10,5,5,9,6,3,8
User73699,1,2,6,9,4,9,8,4,2,10
User73700,7,2,6,1,5,2,10,8,9,8
User73701,1,8,5,1,5,7,8,6,9,7
User73702,1,7,4,3,6,4,7,5,3,1
User73703,10,4,10,4,3,2,7,7,3,3
User73704,9,5,1,9,1,5,4,2,3,3
User73705,2,5,9,4,8,3,3,4,7,1
User73706,9,1,5,7,2,2,5,5,10,8
User73707,1,6,7,4,8,5,10,5,1,5
User73708,9,8,2,3,3,1,2,10,10,10
User73709,9,8,8,4,8,10,5,2,8,5
User73710,7,10,1,1,9,5,4,10,6,4
User73711,6,9,3,8,7,2,5,2,9,5
User73712,5,10,1,3,4,4,6,6,8,2
User73713,9,7,8,4,6,4,8,1,3,9
User73714,9,7,10,7,10,1,5,2,8,10
User73715,9,1,9,8,4,10,10,10,4,3
User73716,2,3,3,7,5,5,5,3,8,8
User73717,4,1,8,4,3,9,1,7,2,8
User73718,5,5,10,3,1,9,6,7,9,6
User73719,8,7,4,6,9,3,9,4,8,10
User73720,5,9,2,3,1,9,8,8,9,6
User73721,5,3,2,2,3,4,10,4,3,2
User73722,1,7,9,8,8,9,3,10,8,3
User73723,10,8,2,7,3,2,4,7,1,10
User73724,10,6,9,5,7,1,4,2,2,10
User73725,4,1,3,5,3,4,2,5,10,7
User73726,1,5,4,6,1,5,10,9,6,1
User73727,6,7,5,6,8,2,7,2,9,7
User73728,10,2,2,8,10,6,4,1,2,6
User73729,6,4,1,9,5,10,8,8,2,8
User73730,3,10,10,8,8,9,3,4,9,2
User73731,3,10,10,8,1,1,6,10,6,7
User73732,6,8,4,5,6,8,3,6,9,4
User73733,5,9,5,4,9,8,3,5,9,6
User73734,6,3,9,10,4,2,2,9,4,8
User73735,1,10,9,7,7,4,5,8,9,6
User73736,1,5,7,9,5,5,4,1,1,6
User73737,9,8,2,4,4,2,2,1,6,1
User73738,4,4,7,8,8,7,10,5,2,9
User73739,2,3,8,3,2,5,6,6,4,3
User73740,8,9,1,5,5,1,4,1,2,2
User73741,4,1,5,1,4,8,3,9,5,9
User73742,6,10,9,5,3,1,10,5,5,2
User73743,4,5,1,7,10,6,6,4,4,3
User73744,8,6,4,1,3,5,1,3,9,8
User73745,5,9,5,8,8,3,10,7,7,6
User73746,7,9,4,8,2,10,5,2,3,5
User73747,9,2,4,3,1,6,1,2,4,4
User73748,3,5,2,6,6,10,2,5,10,6
User73749,8,7,5,3,3,7,3,5,10,5
User73750,7,3,5,3,7,2,3,10,3,6
User73751,3,9,1,7,4,9,2,6,9,1
User73752,6,6,8,3,2,7,10,6,4,10
User73753,4,10,7,8,1,7,1,5,7,9
User73754,9,1,5,7,10,9,9,7,9,7
User73755,10,7,6,2,7,6,8,2,1,7
User73756,9,7,3,4,6,10,2,3,3,8
User73757,10,5,4,7,1,10,2,1,2,3
User73758,1,6,1,10,2,8,6,5,8,5
User73759,10,1,10,3,1,1,3,7,10,4
User73760,8,3,8,2,7,6,2,8,3,8
User73761,2,4,5,1,7,3,7,4,5,2
User73762,10,4,10,5,8,9,5,2,6,4
User73763,3,2,1,1,5,4,8,4,9,7
User73764,8,9,8,7,5,2,9,9,4,3
User73765,10,4,10,7,9,6,7,4,5,9
User73766,3,9,2,10,5,7,5,3,8,6
User73767,2,8,3,7,1,3,4,7,10,3
User73768,2,7,6,5,10,9,2,9,5,3
User73769,2,1,8,5,9,6,5,9,5,6
User73770,2,8,9,10,10,9,1,6,7,3
User73771,2,9,3,8,7,10,6,4,9,9
User73772,2,6,7,4,9,1,6,8,6,1
User73773,7,6,6,8,3,6,7,9,2,7
User73774,10,8,1,1,7,8,7,10,7,10
User73775,4,6,3,9,1,8,2,10,7,8
User73776,6,8,1,3,6,2,10,7,7,1
User73777,9,2,8,2,1,6,5,4,4,9
User73778,5,1,6,8,10,3,6,4,8,5
User73779,2,10,4,5,7,2,3,3,10,10
User73780,3,3,1,1,6,5,3,7,6,2
User73781,10,8,9,5,4,9,6,7,3,1
User73782,6,3,7,8,1,5,8,3,6,2
User73783,8,6,3,2,3,5,10,6,3,4
User73784,1,2,1,3,6,4,2,3,7,5
User73785,8,2,4,9,9,4,1,2,9,4
User73786,5,5,4,2,9,8,1,8,7,6
User73787,9,1,9,5,6,3,9,10,4,8
User73788,1,1,3,2,6,1,2,6,2,1
User73789,7,6,9,2,1,1,3,1,1,6
User73790,9,10,9,7,4,4,3,6,2,9
User73791,2,2,9,7,5,9,10,6,9,1
User73792,3,8,3,2,3,9,9,6,4,7
User73793,4,9,9,6,1,5,3,4,8,9
User73794,4,8,10,1,8,7,7,2,7,6
User73795,3,2,9,6,1,6,3,1,4,9
User73796,2,3,7,1,1,3,4,10,6,3
User73797,6,10,9,7,5,2,3,5,9,9
User73798,6,9,6,9,8,8,8,8,9,4
User73799,5,4,10,1,7,8,4,2,1,10
User73800,1,4,7,3,5,3,7,1,3,3
User73801,10,10,8,10,4,5,10,5,7,8
User73802,3,1,3,5,2,1,1,10,1,5
User73803,5,8,4,6,3,10,7,4,7,10
User73804,7,3,4,3,8,4,3,8,4,10
User73805,5,1,5,10,4,3,8,9,9,2
User73806,10,1,8,4,3,5,5,3,9,5
User73807,3,4,3,5,7,3,5,6,10,2
User73808,4,4,4,7,7,7,3,2,1,10
User73809,4,4,2,1,1,10,9,9,6,6
User73810,8,4,3,8,6,8,9,7,10,8
User73811,1,8,2,7,8,6,7,10,8,10
User73812,5,8,1,10,2,6,6,1,8,1
User73813,4,10,3,6,8,1,1,4,10,8
User73814,2,6,8,9,7,7,1,4,9,1
User73815,1,9,1,4,7,3,7,9,4,9
User73816,8,5,8,5,1,9,1,7,3,5
User73817,4,9,3,7,4,1,10,8,10,10
User73818,1,10,5,9,1,4,3,6,9,6
User73819,6,1,9,3,5,6,6,2,9,7
User73820,6,4,8,7,4,3,5,4,5,10
User73821,5,9,5,10,7,7,4,2,3,8
User73822,7,4,3,7,7,10,10,10,10,1
User73823,9,8,10,2,1,7,9,3,8,7
User73824,4,3,8,3,10,7,4,3,10,1
User73825,4,3,1,3,8,2,1,8,6,7
User73826,7,3,6,10,7,7,10,9,6,2
User73827,2,6,4,8,6,7,10,5,9,8
User73828,6,7,6,8,7,5,4,10,9,5
User73829,3,4,4,1,4,10,2,1,4,1
User73830,10,3,7,10,4,9,6,7,9,3
User73831,2,1,5,10,9,3,8,9,10,8
User73832,8,10,6,10,6,6,7,8,7,6
User73833,1,9,1,5,7,1,4,1,1,5
User73834,3,1,6,10,7,4,8,4,1,1
User73835,9,5,10,2,4,3,5,5,5,10
User73836,8,5,3,7,10,4,6,3,2,1
User73837,10,9,6,3,1,7,9,10,9,10
User73838,5,5,2,6,5,7,8,4,9,8
User73839,7,8,9,9,7,7,2,9,3,8
User73840,4,9,7,7,1,5,7,8,5,9
User73841,1,1,10,6,8,3,1,3,2,10
User73842,3,5,10,10,4,2,3,9,3,6
User73843,2,7,6,1,5,10,9,10,1,3
User73844,9,10,1,4,4,9,7,6,6,9
User73845,1,1,7,9,3,9,1,5,3,1
User73846,9,5,3,9,2,3,5,6,10,9
User73847,4,10,1,2,6,5,4,6,1,3
User73848,3,5,3,10,1,7,2,5,9,4
User73849,4,8,2,7,8,1,4,4,9,5
User73850,10,10,5,2,1,5,7,10,3,2
User73851,6,4,10,4,3,7,2,3,1,3
User73852,9,7,2,10,5,2,7,7,2,5
User73853,2,7,5,9,9,9,8,4,5,5
User73854,7,4,10,9,10,9,10,8,10,1
User73855,10,3,2,3,8,3,9,9,10,2
User73856,2,10,2,8,5,1,10,3,10,9
User73857,8,7,10,7,9,3,4,4,1,4
User73858,4,8,8,3,1,5,1,10,10,5
User73859,6,5,10,8,3,4,10,9,4,2
User73860,6,5,5,8,9,8,3,3,2,4
User73861,5,5,8,10,3,1,8,10,7,7
User73862,1,6,8,2,6,3,7,1,3,5
User73863,1,1,2,10,6,4,5,8,1,5
User73864,1,7,8,4,8,9,8,5,4,5
User73865,4,2,10,10,5,9,5,1,5,3
User73866,6,4,3,8,6,5,2,10,9,1
User73867,4,8,3,3,9,8,4,2,3,1
User73868,2,1,6,5,4,10,4,9,4,9
User73869,4,3,8,3,3,4,10,6,3,7
User73870,10,6,3,3,9,4,6,5,8,10
User73871,6,10,3,6,6,1,2,3,2,4
User73872,6,10,4,1,9,8,2,9,5,3
User73873,5,10,1,5,3,10,10,9,2,1
User73874,1,2,6,3,8,6,7,10,7,2
User73875,9,1,5,4,7,2,2,8,4,10
User73876,5,3,5,8,6,7,5,5,3,7
User73877,7,5,2,9,4,9,2,9,9,7
User73878,10,2,1,8,1,8,7,8,5,7
User73879,2,3,10,5,3,10,3,4,8,1
User73880,7,6,2,5,10,10,3,5,3,5
User73881,8,4,1,7,5,10,8,10,1,6
User73882,10,6,5,10,5,9,6,7,7,6
User73883,5,9,5,4,3,5,5,5,7,8
User73884,9,9,2,9,1,4,9,3,2,8
User73885,2,4,3,8,10,2,4,3,9,1
User73886,1,2,6,8,7,10,7,6,9,3
User73887,7,4,2,1,7,2,7,8,1,5
User73888,3,3,2,4,9,8,7,10,8,1
User73889,7,6,9,5,5,10,5,7,4,8
User73890,2,9,7,2,5,6,7,7,3,4
User73891,1,5,8,7,3,7,1,6,2,7
User73892,7,1,8,2,5,5,8,6,8,10
User73893,10,8,3,2,8,7,10,5,10,9
User73894,3,4,10,2,10,2,7,6,1,5
User73895,4,9,9,8,1,10,3,4,1,7
User73896,2,2,8,2,5,3,3,5,1,2
User73897,6,1,8,6,7,9,1,8,6,2
User73898,9,4,9,2,2,2,2,3,6,3
User73899,10,8,6,10,1,2,3,3,3,7
User73900,5,1,2,8,1,2,7,8,7,6
User73901,10,3,6,9,4,6,3,10,8,1
User73902,2,10,10,7,1,10,3,4,5,3
User73903,10,5,2,5,9,1,10,10,5,10
User73904,7,5,5,5,6,2,6,4,3,1
User73905,6,9,9,9,10,4,1,1,6,1
User73906,6,9,5,5,6,7,2,7,7,7
User73907,8,4,3,10,9,7,4,4,7,1
User73908,9,8,3,5,9,8,2,2,3,2
User73909,9,1,3,8,6,6,1,2,2,3
User73910,5,8,5,7,10,1,2,2,5,7
User73911,9,5,1,3,4,4,1,7,4,6
User73912,2,6,9,3,5,1,4,5,3,3
User73913,7,7,2,4,5,1,1,3,9,10
User73914,3,7,9,3,7,1,8,8,2,3
User73915,10,10,9,7,10,10,2,2,7,6
User73916,7,6,5,10,10,1,7,4,8,8
User73917,6,8,6,4,3,6,2,2,10,7
User73918,9,7,9,5,4,3,7,8,10,8
User73919,1,1,10,7,4,2,7,4,4,6
User73920,1,2,1,4,5,3,8,2,8,3
User73921,3,9,10,8,8,7,9,9,4,1
User73922,3,3,7,6,6,9,7,7,5,4
User73923,2,1,2,2,10,6,9,5,1,7
User73924,2,10,9,4,6,5,5,9,6,10
User73925,3,1,1,5,4,10,3,2,5,6
User73926,4,4,2,9,4,3,7,8,8,6
User73927,3,8,8,10,10,10,4,4,4,3
User73928,10,8,10,6,9,4,6,4,1,10
User73929,4,3,3,7,1,8,1,1,8,3
User73930,9,7,5,4,9,8,1,6,9,2
User73931,9,6,2,6,3,10,3,4,9,1
User73932,9,6,2,2,7,7,5,8,6,5
User73933,8,2,5,1,4,9,7,2,8,6
User73934,9,3,6,10,2,9,8,8,6,7
User73935,5,3,4,4,1,5,2,4,7,8
User73936,3,3,4,8,5,1,6,7,3,8
User73937,8,5,7,2,1,2,2,5,7,5
User73938,7,2,8,2,3,4,8,10,2,10
User73939,1,4,7,8,10,2,4,10,10,8
User73940,3,9,5,5,7,1,10,9,5,3
User73941,3,8,7,10,1,3,1,3,3,9
User73942,4,1,10,7,1,9,10,9,5,4
User73943,1,10,9,8,5,10,2,5,8,4
User73944,10,9,3,6,9,2,1,7,5,3
User73945,1,7,2,2,8,4,1,8,7,2
User73946,3,2,1,2,3,4,1,10,9,4
User73947,3,8,1,3,4,4,7,9,7,3
User73948,5,3,8,2,3,2,9,4,8,3
User73949,5,6,1,4,9,7,4,7,1,10
User73950,7,2,7,8,1,4,3,8,10,10
User73951,1,5,1,2,9,8,6,2,9,1
User73952,1,4,2,2,5,3,8,6,6,8
User73953,8,6,5,9,4,3,2,7,8,1
User73954,9,10,9,9,3,4,3,10,5,8
User73955,3,1,2,4,8,3,8,9,9,3
User73956,3,7,2,1,7,9,7,7,1,9
User73957,1,1,7,4,3,8,4,5,10,5
User73958,2,1,1,5,3,7,7,1,8,10
User73959,6,1,3,9,3,8,6,8,6,6
User73960,8,7,9,10,8,8,2,8,6,5
User73961,9,5,8,10,7,1,4,2,8,9
User73962,5,1,3,5,1,2,4,5,6,6
User73963,9,3,2,10,5,2,8,7,3,3
User73964,2,5,3,1,6,3,3,4,7,7
User73965,10,3,9,9,4,6,5,8,7,7
User73966,8,3,7,7,6,4,7,8,7,7
User73967,3,3,10,1,6,10,10,7,3,8
User73968,5,3,1,4,10,1,2,6,6,4
User73969,5,1,5,4,10,5,1,3,7,5
User73970,8,5,3,4,6,2,4,4,4,1
User73971,2,6,3,5,7,3,10,8,3,6
User73972,6,4,8,1,1,4,1,4,7,3
User73973,10,10,4,7,10,5,5,7,10,5
User73974,3,5,4,8,8,6,3,6,2,1
User73975,1,3,10,10,4,10,5,7,8,9
User73976,10,3,3,6,3,1,2,8,5,4
